"agent","task","method","result","metric"
"Neural belief tracker","Second dialogue state tracking challenge","Neural belief tracker","90","Area"
"Neural belief tracker","Second dialogue state tracking challenge","Neural belief tracker","84","Food"
"Neural belief tracker","Second dialogue state tracking challenge","Neural belief tracker","94","Price"
"Neural belief tracker","Second dialogue state tracking challenge","Neural belief tracker","73.4","Joint"
"Liu et al.","Second dialogue state tracking challenge","Liu et al.","90","Area"
"Liu et al.","Second dialogue state tracking challenge","Liu et al.","84","Food"
"Liu et al.","Second dialogue state tracking challenge","Liu et al.","92","Price"
"Liu et al.","Second dialogue state tracking challenge","Liu et al.","72","Joint"
"Zhong et al.","Second dialogue state tracking challenge","Zhong et al.","97.5","Request"
"Zhong et al.","Second dialogue state tracking challenge","Zhong et al.","74.5","Joint"
"Zhong et al.","Wizard-of-Oz","Zhong et al.","97.1","Request"
"Zhong et al.","Wizard-of-Oz","Zhong et al.","88.1","Joint"
"Neural belief tracker","Wizard-of-Oz","Neural belief tracker","96.5","Request"
"Neural belief tracker","Wizard-of-Oz","Neural belief tracker","84.4","Joint"
"RNN","Wizard-of-Oz","RNN","87.1","Request"
"RNN","Wizard-of-Oz","RNN","70.8","Joint"
"GATE","Social media","GATE","88.69","Accuracy"
"Adversarial Bi-LSTM","UD","Adversarial Bi-LSTM","96.73","Avg accuracy"
"Bi-LSTM","UD","Bi-LSTM","96.40","Avg accuracy"
"Joint Bi-LSTM","UD","Joint Bi-LSTM","95.55","Avg accuracy"
"Meta BiLSTM","Penn Treebank","Meta BiLSTM","97.96","Accuracy"
"Flair embeddings","Penn Treebank","Flair embeddings","97.85","Accuracy"
"Char Bi-LSTM","Penn Treebank","Char Bi-LSTM","97.78","Accuracy"
"Adversarial Bi-LSTM","Penn Treebank","Adversarial Bi-LSTM","97.59","Accuracy"
"Yang et al.","Penn Treebank","Yang et al.","97.55","Accuracy"
"Ma and Hovy","Penn Treebank","Ma and Hovy","97.55","Accuracy"
"S-LSTM","Penn Treebank","S-LSTM","97.55","Accuracy"
"LM-LSTM-CRF","Penn Treebank","LM-LSTM-CRF","97.53","Accuracy"
"NCRF++","Penn Treebank","NCRF++","97.49","Accuracy"
"Bi-LSTM + LMcost","Penn Treebank","Bi-LSTM + LMcost","97.43","Accuracy"
"Feed Forward","Penn Treebank","Feed Forward","97.4","Accuracy"
"Bi-LSTM","Penn Treebank","Bi-LSTM","97.36","Accuracy"
"Bi-LSTM + charattn","Penn Treebank","Bi-LSTM + charattn","97.27","Accuracy"
"Bi-LSTM","Penn Treebank","Bi-LSTM","97.22","Accuracy"
"Deep Speech 2","VoxForge Indian","Deep Speech 2","22.44","Percentage error"
"Deep Speech","VoxForge Indian","Deep Speech","45.35","Percentage error"
"Deep Speech 2","VoxForge Commonwealth","Deep Speech 2","13.56","Percentage error"
"Deep Speech","VoxForge Commonwealth","Deep Speech","28.46","Percentage error"
"Deep Speech 2","VoxForge European","Deep Speech 2","17.55","Percentage error"
"Deep Speech","VoxForge European","Deep Speech","31.20","Percentage error"
"Deep Speech 2","VoxForge American-Canadian","Deep Speech 2","7.55","Percentage error"
"Deep Speech","VoxForge American-Canadian","Deep Speech","15.01","Percentage error"
"HMM-TDNN(LFMMI) + LSTMLM + NN-GEV","CHiME-4 real 6ch","HMM-TDNN(LFMMI) + LSTMLM + NN-GEV","2.74","Word Error Rate (WER)"
"Deep Speech 2","CHiME clean","Deep Speech 2","3.34","Percentage error"
"CNN + Bi-RNN + CTC (speech to letters)","CHiME clean","CNN + Bi-RNN + CTC (speech to letters)","6.3","Percentage error"
"HMM-TDNN(LFMMI) + LSTMLM ","CHiME real","HMM-TDNN(LFMMI) + LSTMLM ","11.4","Percentage error"
"Li-GRU","CHiME real","Li-GRU","14.6","Percentage error"
"Deep Speech 2","CHiME real","Deep Speech 2","21.79","Percentage error"
"CNN + Bi-RNN + CTC (speech to letters)","CHiME real","CNN + Bi-RNN + CTC (speech to letters)","67.94","Percentage error"
"tdnn + chain + rnnlm rescoring","LibriSpeech test-other","tdnn + chain + rnnlm rescoring","7.63","Percentage error"
"TDNN + pNorm + speed updown speech","LibriSpeech test-other","TDNN + pNorm + speed updown speech","12.5","Percentage error"
"Deep Speech 2","LibriSpeech test-other","Deep Speech 2","13.25","Percentage error"
"HMM-DNN + pNorm*","LibriSpeech test-other","HMM-DNN + pNorm*","14.0","Percentage error"
"Snips","LibriSpeech test-other","Snips","16.5","Percentage error"
"HMM-(SAT)GMM","LibriSpeech test-other","HMM-(SAT)GMM","22.5","Percentage error"
"ResNet + BiLSTMs acoustic model","Switchboard + Hub500","ResNet + BiLSTMs acoustic model","5.5","Percentage error"
"Microsoft 2016b","Switchboard + Hub500","Microsoft 2016b","5.8","Percentage error"
"Microsoft 2016","Switchboard + Hub500","Microsoft 2016","6.2","Percentage error"
"VGGResnetLACEBiLSTM acoustic model trained on SWB+Fisher+CH, N-gram + RNNLM language model trained on Switchboard+Fisher+Gigaword+Broadcast","Switchboard + Hub500","VGGResnetLACEBiLSTM acoustic model trained on SWB+Fisher+CH, N-gram + RNNLM language model trained on Switchboard+Fisher+Gigaword+Broadcast","6.3","Percentage error"
"RNN + VGG + LSTM acoustic model trained on SWB+Fisher+CH, N-gram + model M + NNLM language model","Switchboard + Hub500","RNN + VGG + LSTM acoustic model trained on SWB+Fisher+CH, N-gram + model M + NNLM language model","6.6","Percentage error"
"CNN-LSTM","Switchboard + Hub500","CNN-LSTM","6.6","Percentage error"
"IBM 2016","Switchboard + Hub500","IBM 2016","6.9","Percentage error"
"RNNLM","Switchboard + Hub500","RNNLM","6.9","Percentage error"
"IBM 2015","Switchboard + Hub500","IBM 2015","8","Percentage error"
"HMM-BLSTM trained with MMI + data augmentation (speed) + iVectors + 3 regularizations + Fisher","Switchboard + Hub500","HMM-BLSTM trained with MMI + data augmentation (speed) + iVectors + 3 regularizations + Fisher","8.5","Percentage error"
"HMM-TDNN trained with MMI + data augmentation (speed) + iVectors + 3 regularizations + Fisher (10%  15.1% respectively trained on SWBD only)","Switchboard + Hub500","HMM-TDNN trained with MMI + data augmentation (speed) + iVectors + 3 regularizations + Fisher (10%  15.1% respectively trained on SWBD only)","9.2","Percentage error"
"CNN on MFSCfbanks + 1 non-conv layer for FMLLRI-Vectors concatenated in a DNN","Switchboard + Hub500","CNN on MFSCfbanks + 1 non-conv layer for FMLLRI-Vectors concatenated in a DNN","10.4","Percentage error"
"HMM-TDNN + iVectors","Switchboard + Hub500","HMM-TDNN + iVectors","11","Percentage error"
"CNN","Switchboard + Hub500","CNN","11.5","Percentage error"
"Deep CNN (10 conv, 4 FC layers), multi-scale feature maps","Switchboard + Hub500","Deep CNN (10 conv, 4 FC layers), multi-scale feature maps","12.2","Percentage error"
"HMM-DNN +sMBR","Switchboard + Hub500","HMM-DNN +sMBR","12.6","Percentage error"
"DNN sMBR","Switchboard + Hub500","DNN sMBR","12.6","Percentage error"
"Deep Speech + FSH","Switchboard + Hub500","Deep Speech + FSH","12.6","Percentage error"
"CNN + Bi-RNN + CTC (speech to letters), 25.9% WER if trainedonlyon SWB","Switchboard + Hub500","CNN + Bi-RNN + CTC (speech to letters), 25.9% WER if trainedonlyon SWB","12.6","Percentage error"
"DNN MMI","Switchboard + Hub500","DNN MMI","12.9","Percentage error"
"DNN MPE","Switchboard + Hub500","DNN MPE","12.9","Percentage error"
"DNN BMMI","Switchboard + Hub500","DNN BMMI","12.9","Percentage error"
"HMM-TDNN + pNorm + speed updown speech","Switchboard + Hub500","HMM-TDNN + pNorm + speed updown speech","12.9","Percentage error"
"DNN + Dropout","Switchboard + Hub500","DNN + Dropout","15","Percentage error"
"DNN","Switchboard + Hub500","DNN","16","Percentage error"
"CD-DNN","Switchboard + Hub500","CD-DNN","16.1","Percentage error"
"DNN-HMM","Switchboard + Hub500","DNN-HMM","18.5","Percentage error"
"Deep Speech","Switchboard + Hub500","Deep Speech","20","Percentage error"
"ResNet + BiLSTMs acoustic model","swb_hub_500 WER fullSWBCH","ResNet + BiLSTMs acoustic model","10.3","Percentage error"
"VGGResnetLACEBiLSTM acoustic model trained on SWB+Fisher+CH, N-gram + RNNLM language model trained on Switchboard+Fisher+Gigaword+Broadcast","swb_hub_500 WER fullSWBCH","VGGResnetLACEBiLSTM acoustic model trained on SWB+Fisher+CH, N-gram + RNNLM language model trained on Switchboard+Fisher+Gigaword+Broadcast","11.9","Percentage error"
"RNN + VGG + LSTM acoustic model trained on SWB+Fisher+CH, N-gram + model M + NNLM language model","swb_hub_500 WER fullSWBCH","RNN + VGG + LSTM acoustic model trained on SWB+Fisher+CH, N-gram + model M + NNLM language model","12.2","Percentage error"
"HMM-BLSTM trained with MMI + data augmentation (speed) + iVectors + 3 regularizations + Fisher","swb_hub_500 WER fullSWBCH","HMM-BLSTM trained with MMI + data augmentation (speed) + iVectors + 3 regularizations + Fisher","13","Percentage error"
"HMM-TDNN trained with MMI + data augmentation (speed) + iVectors + 3 regularizations + Fisher (10%  15.1% respectively trained on SWBD only)","swb_hub_500 WER fullSWBCH","HMM-TDNN trained with MMI + data augmentation (speed) + iVectors + 3 regularizations + Fisher (10%  15.1% respectively trained on SWBD only)","13.3","Percentage error"
"CNN + Bi-RNN + CTC (speech to letters), 25.9% WER if trainedonlyon SWB","swb_hub_500 WER fullSWBCH","CNN + Bi-RNN + CTC (speech to letters), 25.9% WER if trainedonlyon SWB","16","Percentage error"
"HMM-TDNN + iVectors","swb_hub_500 WER fullSWBCH","HMM-TDNN + iVectors","17.1","Percentage error"
"HMM-DNN +sMBR","swb_hub_500 WER fullSWBCH","HMM-DNN +sMBR","18.4","Percentage error"
"DNN + Dropout","swb_hub_500 WER fullSWBCH","DNN + Dropout","19.1","Percentage error"
"HMM-TDNN + pNorm + speed updown speech","swb_hub_500 WER fullSWBCH","HMM-TDNN + pNorm + speed updown speech","19.3","Percentage error"
"LiGRU + Dropout + BatchNorm + Monophone Reg","TIMIT","LiGRU + Dropout + BatchNorm + Monophone Reg","14.2","Percentage error"
"LSTM + Dropout + BatchNorm + Monophone Reg","TIMIT","LSTM + Dropout + BatchNorm + Monophone Reg","14.5","Percentage error"
"Li-GRU + fMLLR features","TIMIT","Li-GRU + fMLLR features","14.9","Percentage error"
"GRU + Dropout + BatchNorm + Monophone Reg","TIMIT","GRU + Dropout + BatchNorm + Monophone Reg","14.9","Percentage error"
"RNN + Dropout + BatchNorm + Monophone Reg","TIMIT","RNN + Dropout + BatchNorm + Monophone Reg","15.9","Percentage error"
"LSTM","TIMIT","LSTM","16.0","Percentage error"
"Li-GRU","TIMIT","Li-GRU","16.3","Percentage error"
"Hierarchical maxout CNN + Dropout","TIMIT","Hierarchical maxout CNN + Dropout","16.5","Percentage error"
"RNN","TIMIT","RNN","16.5","Percentage error"
"GRU","TIMIT","GRU","16.6","Percentage error"
"CNN in time and frequency + dropout, 17.6% wo dropout","TIMIT","CNN in time and frequency + dropout, 17.6% wo dropout","16.7","Percentage error"
"Light Gated Recurrent Units","TIMIT","Light Gated Recurrent Units","16.7","Percentage error"
"RNN-CRF on 24(x3) MFSC","TIMIT","RNN-CRF on 24(x3) MFSC","17.3","Percentage error"
"Bi-RNN + Attention","TIMIT","Bi-RNN + Attention","17.6","Percentage error"
"Bi-LSTM + skip connections w CTC","TIMIT","Bi-LSTM + skip connections w CTC","17.7","Percentage error"
"QCNN-10L-256FM","TIMIT","QCNN-10L-256FM","19.64","Percentage error"
"Soft Monotonic Attention (ours, offline)","TIMIT","Soft Monotonic Attention (ours, offline)","20.1","Percentage error"
"(first, modern) HMM-DBN","TIMIT","(first, modern) HMM-DBN","23","Percentage error"
"HMM-BLSTMtrained with MMI + data augmentation (speed) + iVectors + 3 regularizations + SWBD","fisher WER","HMM-BLSTMtrained with MMI + data augmentation (speed) + iVectors + 3 regularizations + SWBD","9.6","Percentage error"
"HMM-TDNNtrained with MMI + data augmentation (speed) + iVectors + 3 regularizations + SWBD","fisher WER","HMM-TDNNtrained with MMI + data augmentation (speed) + iVectors + 3 regularizations + SWBD","9.8","Percentage error"
"tdnn + chain","WSJ eval92","tdnn + chain","2.32","Percentage error"
"End-to-end LF-MMI","WSJ eval92","End-to-end LF-MMI","3.0","Percentage error"
"End-to-end LF-MMI","WSJ eval92","End-to-end LF-MMI","3.0","Word Error Rate (WER)"
"TC-DNN-BLSTM-DNN","WSJ eval92","TC-DNN-BLSTM-DNN","3.47","Percentage error"
"Deep Speech 2","WSJ eval92","Deep Speech 2","3.60","Percentage error"
"test-set on open vocabulary (i.e. harder), model = HMM-DNN + pNorm*","WSJ eval92","test-set on open vocabulary (i.e. harder), model = HMM-DNN + pNorm*","3.63","Percentage error"
"CNN over RAW speech (wav)","WSJ eval92","CNN over RAW speech (wav)","5.6","Percentage error"
"VoiceFilter: bi-LSTM","Librispeech","VoiceFilter: bi-LSTM","11.1","Word Error Rate (WER)"
"tdnn + chain + rnnlm rescoring","LibriSpeech test-clean","tdnn + chain + rnnlm rescoring","3.06","Percentage error"
"Seq-to-seq attention","LibriSpeech test-clean","Seq-to-seq attention","3.82","Percentage error"
"HMM-TDNN trained with MMI + data augmentation (speed) + iVectors + 3 regularizations","LibriSpeech test-clean","HMM-TDNN trained with MMI + data augmentation (speed) + iVectors + 3 regularizations","4.3","Percentage error"
"HMM-TDNN + iVectors","LibriSpeech test-clean","HMM-TDNN + iVectors","4.8","Percentage error"
"Gated ConvNets","LibriSpeech test-clean","Gated ConvNets","4.80","Percentage error"
"Deep Speech 2","LibriSpeech test-clean","Deep Speech 2","5.33","Percentage error"
"CTC + policy learning","LibriSpeech test-clean","CTC + policy learning","5.42","Percentage error"
"HMM-DNN + pNorm*","LibriSpeech test-clean","HMM-DNN + pNorm*","5.5","Percentage error"
"Li-GRU","LibriSpeech test-clean","Li-GRU","6.2","Percentage error"
"Snips","LibriSpeech test-clean","Snips","6.4","Percentage error"
"HMM-(SAT)GMM","LibriSpeech test-clean","HMM-(SAT)GMM","8.0","Percentage error"
"chain + tdnn + rnnlm rescoring, https:github.comkaldi-asrkaldiblobmasteregslibrispeechs5localrnnlmtuningrun_tdnn_lstm_1a.sh","LibriSpeech test-clean","chain + tdnn + rnnlm rescoring, https:github.comkaldi-asrkaldiblobmasteregslibrispeechs5localrnnlmtuningrun_tdnn_lstm_1a.sh","3.06","Word Error Rate (WER)"
"Deep Speech 2","WSJ eval93","Deep Speech 2","4.98","Percentage error"
"test-set on open vocabulary (i.e. harder), model = HMM-DNN + pNorm*","WSJ eval93","test-set on open vocabulary (i.e. harder), model = HMM-DNN + pNorm*","5.66","Percentage error"
"End-to-end LF-MMI","Switchboard (300hr)","End-to-end LF-MMI","9.3","Word Error Rate (WER)"
"Residual net + Pseudo Sketch Feature Loss + LSGAN","CUFSF","Residual net + Pseudo Sketch Feature Loss + LSGAN","71.59","FSIM"
"Residual net + Pseudo Sketch Feature Loss + LSGAN","CUFSF","Residual net + Pseudo Sketch Feature Loss + LSGAN","40.85","SSIM"
"Residual net + Pseudo Sketch Feature Loss + LSGAN","CUFS","Residual net + Pseudo Sketch Feature Loss + LSGAN","72.56","FSIM"
"Residual net + Pseudo Sketch Feature Loss + LSGAN","CUFS","Residual net + Pseudo Sketch Feature Loss + LSGAN","54.63","SSIM"
"Residual net + Pseudo Sketch Feature Loss + LSGAN","CUHK","Residual net + Pseudo Sketch Feature Loss + LSGAN","63.28","SSIM"
"Residual net + Pseudo Sketch Feature Loss + LSGAN","CUHK","Residual net + Pseudo Sketch Feature Loss + LSGAN","74.23","FSIM"
"PS2-MAN","CUHK","PS2-MAN","61.56","SSIM"
"PS2-MAN","CUHK","PS2-MAN","73.61","FSIM"
"HP-net","RAP","HP-net","65.39","Accuracy"
"HP-net","PETA","HP-net","76.13","Accuracy"
"HP-net","PA-100K","HP-net","72.19","Accuracy"
"MCDNN","GTSRB","MCDNN","11.21","Error rate"
"MCDNN","GTSRB","MCDNN","99.5","Accuracy"
"MicronNet (fp16)","GTSRB","MicronNet (fp16)","98.9","Accuracy"
"Hierarchical + Background Threshold Model","Bosch Small Traffic Lights","Hierarchical + Background Threshold Model","0.46","MAP"
"Hierarchical Model","Bosch Small Traffic Lights","Hierarchical Model","0.45","MAP"
"Background Threshold Model","Bosch Small Traffic Lights","Background Threshold Model","0.41","MAP"
"Background Threshold Model","Tsinghua-Tencent 100K","Background Threshold Model","0.32","MAP"
"Hierarchical + Background Threshold Model","Tsinghua-Tencent 100K","Hierarchical + Background Threshold Model","0.31","MAP"
"Hierarchical Model","Tsinghua-Tencent 100K","Hierarchical Model","0.30","MAP"
"VPGNet","Caltech Lanes Cordova","VPGNet","0.884","F1"
"Overfeat CNN detector + DBSCAN","Caltech Lanes Cordova","Overfeat CNN detector + DBSCAN","0.866","F1"
"Spatial CNN","TuSimple","Spatial CNN","96.53","Accuracy"
"Pairwise pixel supervision + FCN","TuSimple","Pairwise pixel supervision + FCN","96.50","Accuracy"
"LaneNet","TuSimple","LaneNet","96.4","Accuracy"
"Discriminative loss function","TuSimple","Discriminative loss function","96.40","Accuracy"
"VPGNet","Caltech Lanes Washington","VPGNet","0.869","F1"
"Overfeat CNN detector + DBSCAN","Caltech Lanes Washington","Overfeat CNN detector + DBSCAN","0.861","F1"
"SDS-RCNN","Caltech","SDS-RCNN","7.36","Miss Rate"
"F-DNN+SS","Caltech","F-DNN+SS","8.18","Miss Rate"
"SA-FastRCNN","Caltech","SA-FastRCNN","9.68","Miss Rate"
"MS-CNN","Caltech","MS-CNN","9.95","Miss Rate"
"CompACT-Deep","Caltech","CompACT-Deep","11.75","Miss Rate"
"Part-level CNN + saliency and bounding box alignment","Caltech","Part-level CNN + saliency and bounding box alignment","12.4","Miss Rate"
"Checkerboards+","Caltech","Checkerboards+","17.1","Miss Rate"
"TA-CNN","Caltech","TA-CNN","20.9","Miss Rate"
"AlexNet","Caltech","AlexNet","23.3","Miss Rate"
"LDCF","Caltech","LDCF","24.8","Miss Rate"
"CNN features + Bayesian ridge regression","SCUT-FBP","CNN features + Bayesian ridge regression","0.2595","MAE"
"Combined Features + Gaussian Reg","SCUT-FBP","Combined Features + Gaussian Reg","0.3931","MAE"
"CNN features + Bayesian ridge regression","ECCV HotOrNot","CNN features + Bayesian ridge regression","0.468","Pearson Correlation"
"Multi-View","BP4D","Multi-View","81.8","Average Accuracy"
"Multi-View","BP4D","Multi-View","57.7","F1"
"Baseline","BP4D","Baseline","56.1","Average Accuracy"
"Baseline","BP4D","Baseline","45.2","F1"
"GFA-CNN","MSU-MFSD","GFA-CNN","7.5","Equal Error Rate"
"Color LBP","MSU-MFSD","Color LBP","10.8","Equal Error Rate"
"DLDL+VGG-Face","ChaLearn 2015","DLDL+VGG-Face","3.51","MAE"
"CMAAE-OR","MORPH","CMAAE-OR","1.48","MAE"
"CORAL","UTKFace","CORAL","5.39","MAE"
"CORAL","MORPH Album2","CORAL","2.59","MAE"
"DLDL+VGG-Face","MORPH Album2","DLDL+VGG-Face","2.42.01","MAE"
"CMAAE-OR","FGNET","CMAAE-OR","3.62","MAE"
"CORAL","AFAD","CORAL","3.48","MAE"
"CORAL","CACD","CORAL","5.35","MAE"
"SAN GT","300W","SAN GT","3.98","NME"
"Pose-Invariant","300W","Pose-Invariant","6.30","NME"
"FPN","300W","FPN","0.1043","Mean Error Rate"
"SAN","AFLW-Front","SAN","1.85","Mean NME "
"SAN","AFLW-Full","SAN","1.91","Mean NME "
"PRN","Florence","PRN","3.7551","Mean NME "
"VRN-Guided","Florence","VRN-Guided","5.2667","Mean NME "
"3DDFA","Florence","3DDFA","6.3833","Mean NME "
"GANFit","Florence","GANFit","0.95","Average 3D Error"
"Unsupervised-3DMMR","Florence","Unsupervised-3DMMR","1.50","Average 3D Error"
"itwmm","Florence","itwmm","1.82","Average 3D Error"
"3DMM-CNN","Florence","3DMM-CNN","1.93","Average 3D Error"
"PRN","AFLW2000-3D","PRN","3.9625","Mean NME "
"3DDFA","AFLW2000-3D","3DDFA","5.3695","Mean NME "
"DeFA","AFLW2000-3D","DeFA","5.6454","Mean NME "
"FPN","IJB-B","FPN","91.1","Accuracy"
"Deep Residual Equivariant Mapping","IJB-A","Deep Residual Equivariant Mapping","94.60","Accuracy"
"FPN","IJB-A","FPN","91.4","Accuracy"
"ArcFace + MS1MV2 + R100 + R","MegaFace","ArcFace + MS1MV2 + R100 + R","98.35","Accuracy"
"CosFace","MegaFace","CosFace","82.72","Accuracy"
"SphereFace (3-patch ensemble)","MegaFace","SphereFace (3-patch ensemble)","75.766","Accuracy"
"Light CNN-29","MegaFace","Light CNN-29","73.749","Accuracy"
"SphereFace (single model)","MegaFace","SphereFace (single model)","72.729","Accuracy"
"FaceNet","MegaFace","FaceNet","70.49","Accuracy"
"Deep CNN","DISFA","Deep CNN","99.45","Accuracy"
"Covariance Pooling"," Static Facial Expressions in the Wild","Covariance Pooling","58.14","Accuracy"
"Sequential forward selection","Cohn-Kanade","Sequential forward selection","88.7","Accuracy"
"Covariance Pooling","Real-World Affective Faces","Covariance Pooling","87.0","Accuracy"
"DeXpression","MMI","DeXpression","98.63","Accuracy"
"DAN-Menpo + bounding box diagonal normalization","300W","DAN-Menpo + bounding box diagonal normalization","1.42","Mean Error Rate"
"SIR-LAN","300W","SIR-LAN","2.83","Mean Error Rate"
"DAN-Menpo + inter-ocular normalization","300W","DAN-Menpo + inter-ocular normalization","3.44","Mean Error Rate"
"DAN-Menpo + inter-ocular normalization","300W","DAN-Menpo + inter-ocular normalization","57.07","AUC0.08"
"DAN-Menpo + inter-ocular normalization","300W","DAN-Menpo + inter-ocular normalization","0.58","Failure"
"LAB + Oracle + Inter-ocular Normalisation","300W","LAB + Oracle + Inter-ocular Normalisation","3.49","Mean Error Rate"
"2DASL","AFLW2000-3D","2DASL","3.53","Mean NME "
"PRN","AFLW2000-3D","PRN","3.62","Mean NME "
"3DSTN","AFLW2000-3D","3DSTN","4.49","Mean NME "
"DeFA","AFLW2000-3D","DeFA","4.50","Mean NME "
"3DDFA + SDM","AFLW2000-3D","3DDFA + SDM","4.94","Mean NME "
"FPN","AFLW-LFPA","FPN","2.93","Mean NME "
"DeFA","AFLW-LFPA","DeFA","3.86","Mean NME "
"Nonlinear 3D Face Morphable Model","AFLW2000","Nonlinear 3D Face Morphable Model","4.70","Error rate"
"MCL","AFLW2000","MCL","5.38","Error rate"
"DisguiseNet","Disguised Faces in the Wild","DisguiseNet","23.25","GAR @0.1% FAR"
"DisguiseNet","Disguised Faces in the Wild","DisguiseNet","60.89","GAR @1% FAR"
"DisguiseNet","Disguised Faces in the Wild","DisguiseNet","98.99","GAR @10% FAR"
"VGG-Face model features + cosine similarity metric","Disguised Faces in the Wild","VGG-Face model features + cosine similarity metric","17.73","GAR @0.1% FAR"
"VGG-Face model features + cosine similarity metric","Disguised Faces in the Wild","VGG-Face model features + cosine similarity metric","33.76","GAR @1% FAR"
"Dual-Agent GANs","IJB-A","Dual-Agent GANs","97.60","TAR @ FAR=0.01"
"L2-constrained softmax loss","IJB-A","L2-constrained softmax loss","97","TAR @ FAR=0.01"
"Deep Residual Equivariant Mapping","IJB-A","Deep Residual Equivariant Mapping","94.40","TAR @ FAR=0.01"
"NAN","IJB-A","NAN","94.10","TAR @ FAR=0.01"
"Template adaptation","IJB-A","Template adaptation","93.90","TAR @ FAR=0.01"
"All-in-one CNN","IJB-A","All-in-one CNN","92.20","TAR @ FAR=0.01"
"FPN","IJB-A","FPN","90.1","TAR @ FAR=0.01"
"Triplet probabilistic embedding","IJB-A","Triplet probabilistic embedding","90","TAR @ FAR=0.01"
"Synthesis as data augmentation","IJB-A","Synthesis as data augmentation","88.60","TAR @ FAR=0.01"
"DCNN","IJB-A","DCNN","83.80","TAR @ FAR=0.01"
"Deep multi-pose representations","IJB-A","Deep multi-pose representations","78.70","TAR @ FAR=0.01"
"Deep CNN + COTS matcher","IJB-A","Deep CNN + COTS matcher","73.30","TAR @ FAR=0.01"
"ArcFace + MS1MV2 + R100 + R","MegaFace","ArcFace + MS1MV2 + R100 + R","98.48","Accuracy"
"CosFace","MegaFace","CosFace","96.65","Accuracy"
"SphereFace (3-patch ensemble)","MegaFace","SphereFace (3-patch ensemble)","89.142","Accuracy"
"FaceNet","MegaFace","FaceNet","86.47","Accuracy"
"SphereFace (single model)","MegaFace","SphereFace (single model)","85.561","Accuracy"
"Light CNN-29","MegaFace","Light CNN-29","85.133","Accuracy"
"FPN","IJB-B","FPN","96.5","TAR @ FAR=0.01"
"AIM","IJB-C","AIM","93.50","TAR @ FAR=0.01"
"MN-vc","IJB-C","MN-vc","92.70","TAR @ FAR=0.01"
"FaceNet","IJB-C","FaceNet","66.50","TAR @ FAR=0.01"
"SeqFace, 1 ResNet-64","YouTube Faces DB","SeqFace, 1 ResNet-64","98.12","Accuracy"
"ArcFace + MS1MV2 + R100, ","YouTube Faces DB","ArcFace + MS1MV2 + R100, ","98.02","Accuracy"
"CosFace","YouTube Faces DB","CosFace","97.6","Accuracy"
"QAN","YouTube Faces DB","QAN","96.17","Accuracy"
"Light CNN-29","YouTube Faces DB","Light CNN-29","95.54","Accuracy"
"Git Loss","YouTube Faces DB","Git Loss","95.30","Accuracy"
"FaceNet","YouTube Faces DB","FaceNet","95.12","Accuracy"
"SphereFace","YouTube Faces DB","SphereFace","95.0","Accuracy"
"DeepId2+","YouTube Faces DB","DeepId2+","93.2","Accuracy"
"3DMM face shape parameters + CNN","YouTube Faces DB","3DMM face shape parameters + CNN","88.80","Accuracy"
"ArcFace + MS1MV2 + R100, ","Labeled Faces in the Wild","ArcFace + MS1MV2 + R100, ","99.83","Accuracy"
"CosFace","Labeled Faces in the Wild","CosFace","99.73","Accuracy"
"FaceNet","Labeled Faces in the Wild","FaceNet","99.63","Accuracy"
"Ring loss","Labeled Faces in the Wild","Ring loss","99.52","Accuracy"
"DeepId2+","Labeled Faces in the Wild","DeepId2+","99.47","Accuracy"
"SphereFace","Labeled Faces in the Wild","SphereFace","99.42","Accuracy"
"Light CNN-29","Labeled Faces in the Wild","Light CNN-29","99.33","Accuracy"
"Git Loss","Labeled Faces in the Wild","Git Loss","99.30","Accuracy"
"DeepId2","Labeled Faces in the Wild","DeepId2","99.15","Accuracy"
"SeqFace","Labeled Faces in the Wild","SeqFace","99.03","Accuracy"
"GaussianFace","Labeled Faces in the Wild","GaussianFace","98.52","Accuracy"
"3DMM face shape parameters + CNN","Labeled Faces in the Wild","3DMM face shape parameters + CNN","92.35","Accuracy"
"FAN","MAFA","FAN","88.3","MAP"
"AOFD","MAFA","AOFD","77.3","MAP"
"SRN","Annotated Faces in the Wild","SRN","0.9987","AP"
"S3FD","Annotated Faces in the Wild","S3FD","0.9985","AP"
"Anchor-based","Annotated Faces in the Wild","Anchor-based","0.9960","AP"
"HyperFace-ResNet","Annotated Faces in the Wild","HyperFace-ResNet","0.9940","AP"
"LRN + RSA","Annotated Faces in the Wild","LRN + RSA","0.9917","AP"
"FaceBoxes","Annotated Faces in the Wild","FaceBoxes","0.9891","AP"
"STN","Annotated Faces in the Wild","STN","0.9835","AP"
"DPM","Annotated Faces in the Wild","DPM","0.9721","AP"
"Conv3D","Annotated Faces in the Wild","Conv3D","0.9597","AP"
"DSFD","WIDER Face (Easy)","DSFD","0.960","AP"
"SRN","WIDER Face (Easy)","SRN","0.959","AP"
"PyramidBox","WIDER Face (Easy)","PyramidBox","0.956","AP"
"FDNet","WIDER Face (Easy)","FDNet","0.950","AP"
"Face R-FCN","WIDER Face (Easy)","Face R-FCN","0.943","AP"
"S3FD","WIDER Face (Easy)","S3FD","0.928","AP"
"Massively-large receptive fields","WIDER Face (Easy)","Massively-large receptive fields","0.919","AP"
"CMS-RCNN","WIDER Face (Easy)","CMS-RCNN","0.902","AP"
